Dependent-Company Status,Age of company in years,Internet Activity Score,Employee Count,Has the team size grown,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Number of of repeat investors,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on consumer data?,Subscription based business,Local or global player,Linear or Non-linear business model,B2C or B2B venture?,Top forums talked about,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Years of education,Relevance of experience to venture,Experience in selling and building products,Experience in Fortune 500 organizations,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Company awards,google page rank of company website,Solutions offered,Invested through global incubation competitions?,Number of Direct competitors,Renown score
1,2.0,129.0,16.0,0,1,0.0,0.0,0,0,7,15.0,0,0.0,1,1,0,0.0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,22.0,2,1,1,0,297388.0,0,0,0,5.0
1,4.0,-4.0,12.0,0,1,1.0,0.0,1,0,4,50.0,0,0.0,0,1,0,0.0,1,0,1,0,0,0,1,0,2,1,1,0,1,2,0,23.0,1,1,1,0,245871.0,1,0,0,7.0
1,3.0,29.0,5.0,0,1,0.0,0.0,0,4,2,5.0,0,0.0,2,1,0,1.0,1,0,1,0,1,0,1,0,2,1,1,0,1,2,0,43.5,0,1,1,0,2134030.0,1,0,0,7.0
1,4.0,-68.0,35.0,0,1,0.0,0.0,3,7,7,50.0,1,0.0,1,1,0,0.0,1,0,1,0,0,0,1,0,2,1,2,2,1,2,0,23.0,2,1,1,0,1842172.0,1,0,0,9.0
1,3.0,266.0,37.0,0,1,0.0,0.0,2,0,4,11.0,1,1.0,2,0,0,0.0,1,1,0,0,0,0,1,0,2,1,2,2,1,2,0,53.0,2,1,1,0,226890.0,1,2,0,5.0
1,3.0,70.0,9.0,0,1,0.0,0.0,5,0,6,10.0,0,0.0,2,1,1,1.0,1,1,1,0,1,0,1,0,2,1,2,1,1,2,0,36.0,2,1,1,0,4910627.0,1,0,0,0.0
1,8.0,113.0,138.0,1,1,0.0,0.0,1,7,9,130.0,2,0.0,2,1,0,0.0,1,1,1,0,0,0,1,1,1,1,0,0,1,2,0,0.0,2,1,1,0,408646.0,1,0,1,0.0
1,3.0,147.0,11.0,0,1,0.0,0.0,2,0,3,15.0,0,0.0,1,1,0,0.0,2,1,1,0,0,0,1,0,2,1,2,1,1,1,0,14.0,1,1,1,0,1046310.0,1,0,0,4.0
1,4.0,62.0,16.0,0,1,0.0,0.0,1,0,5,50.0,0,0.0,0,0,0,0.0,1,0,0,1,1,0,1,1,2,1,1,0,1,1,0,0.0,2,2,1,0,2352334.0,1,0,0,0.0
1,15.0,150.0,178.0,1,1,0.0,0.0,0,0,10,175.0,0,0.0,2,0,0,0.0,2,1,1,0,0,0,1,0,2,1,2,1,1,0,0,13.5,2,1,1,0,1085205.0,1,0,0,2.0
1,6.0,429.0,73.0,0,1,0.0,6.0,0,0,6,75.0,3,0.0,2,1,0,0.0,1,1,1,0,1,0,0,1,1,1,1,1,1,2,0,26.0,2,1,1,0,28190.0,1,0,1,0.0
1,8.0,-385.0,118.0,1,1,0.0,0.0,2,0,12,120.0,1,0.0,0,1,0,0.0,1,1,1,0,1,0,1,0,2,1,2,1,1,2,0,24.5,2,1,1,1,211794.0,1,0,1,1.0
1,2.0,96.0,10.0,0,0,0.0,1.0,3,3,4,16.0,0,0.0,1,1,0,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,7.5,2,1,1,0,1603864.0,1,0,0,2.0
1,4.0,81.0,22.0,0,1,0.0,2.0,1,0,8,23.0,0,0.0,0,1,0,0.0,1,1,1,0,0,0,1,1,2,1,1,0,1,2,0,21.0,2,1,1,0,731564.0,0,0,1,2.0
1,2.0,627.0,4.0,0,1,0.0,1.0,1,0,1,10.0,0,0.0,0,0,0,0.0,1,1,0,1,0,0,1,0,1,1,0,0,1,2,0,23.0,1,1,1,0,193129.0,1,0,0,4.0
0,10.0,0.0,12.0,1,1,0.0,0.0,3,1,5,100.0,0,0.0,1,1,0,0.0,2,0,1,0,0,0,1,1,2,1,1,0,1,2,0,100.0,0,0,0,1,835064.5,1,0,0,4.0
0,14.0,0.0,18.0,0,1,0.0,0.0,0,0,8,50.0,0,0.0,2,1,0,1.0,1,0,0,0,0,1,1,0,2,1,0,1,1,2,1,25.0,1,0,0,0,835064.5,1,0,0,5.0
0,10.0,-445.0,79.0,1,1,0.0,0.0,1,0,6,10.0,0,1.0,1,1,0,0.0,1,1,0,0,1,0,0,2,2,1,1,1,1,2,0,200.0,0,0,0,0,483.0,0,0,1,1.0
0,9.0,-91.0,3.0,0,1,0.0,0.0,3,0,5,30.0,0,0.0,0,0,0,1.0,1,0,1,0,1,0,0,2,2,1,0,2,1,0,0,0.0,0,0,1,0,545749.0,1,0,1,0.0
0,5.0,-69.0,8.0,0,1,0.0,0.0,0,0,5,80.0,1,0.0,0,1,0,1.0,0,0,0,0,0,0,1,1,2,0,1,1,1,1,0,8.0,0,1,1,0,8990243.0,1,0,1,3.0
0,9.0,-46.0,31.0,0,1,0.0,1.0,1,0,5,50.0,0,0.0,0,1,0,1.0,1,0,0,1,0,0,0,2,2,0,0,1,1,2,0,25.0,0,0,1,1,8714861.0,1,0,0,3.0
0,6.0,14.0,35.0,0,0,0.0,0.0,0,0,5,40.0,0,0.0,0,1,0,1.0,1,1,0,0,1,0,0,1,2,0,1,1,1,0,0,25.0,0,1,1,0,1989996.0,0,1,0,7.0
0,2.0,16.0,1.0,0,1,0.0,0.0,1,0,1,10.0,0,0.0,0,0,0,1.0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,25.0,0,0,1,1,3274502.0,1,1,0,3.0
0,3.0,107.0,0.0,0,1,5.0,5.0,3,0,3,6.0,4,1.0,0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,1,0,1,2,1,12.0,0,0,1,0,718025.0,0,2,0,2.0
0,4.0,-77.0,19.0,0,1,9.0,0.0,3,0,5,10.0,0,0.0,1,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,0,0,1,0,3638146.0,1,0,1,3.0
0,6.0,-535.0,5.0,0,1,0.0,2.0,0,0,1,10.0,0,0.0,0,0,0,0.0,1,0,1,0,1,0,0,1,2,1,1,0,1,1,0,9.0,0,0,0,0,245307.0,0,0,1,0.0
0,7.0,-8.0,1.0,0,0,0.0,0.0,0,0,3,10.0,1,0.0,1,0,0,1.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,14598301.0,1,0,1,5.0
0,8.0,0.0,13.0,0,0,0.0,1.0,1,0,1,3.0,0,0.0,1,1,0,0.0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,140.0,0,0,0,0,835064.5,0,0,1,3.0
1,5.0,0.0,104.0,0,0,0.0,0.0,2,0,6,20.0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,18.0,0,0,0,0,835064.5,1,0,1,6.0
0,8.0,8.0,0.0,0,1,0.0,0.0,1,0,1,3.0,0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,29.0,0,0,0,0,7974958.0,0,0,0,5.0
0,7.0,-9.0,15.0,1,1,0.0,0.0,3,2,6,40.0,0,0.0,0,1,0,0.0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,25.0,1,1,1,0,16821322.0,1,0,1,6.0
1,9.0,50.0,26.0,1,1,0.0,0.0,3,2,4,32.0,1,0.0,0,1,0,0.0,0,0,1,1,0,0,0,2,2,0,0,0,1,2,0,12.0,0,0,1,0,7445.0,0,0,1,2.0
0,4.0,0.0,5.0,1,0,0.0,0.0,2,0,2,50.0,1,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,2,1,1,1,1,1,0,0.0,1,1,1,0,835064.5,1,0,1,0.0
0,4.0,0.0,16.0,0,1,1.0,0.0,2,0,2,3.0,0,1.0,0,1,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,45.0,1,0,1,0,835064.5,0,0,0,2.0
1,2.0,205.0,48.0,1,1,0.0,0.0,2,0,3,51.0,0,0.0,2,1,0,0.0,0,1,1,1,1,0,1,2,2,0,0,1,1,1,1,16.0,1,1,1,0,2205289.0,0,2,0,0.0
1,7.0,120.0,9.0,1,1,0.0,1.0,3,6,11,322.0,4,0.0,1,1,1,1.0,1,0,1,1,1,1,1,2,2,0,0,0,0,1,0,50.0,2,2,1,1,29182.0,0,0,1,5.0
1,7.0,-69.0,55.0,1,1,0.0,7.0,2,0,6,46.0,4,0.0,1,1,0,0.0,1,1,0,0,1,1,1,2,2,0,1,1,0,0,1,40.0,0,2,1,0,835064.5,0,0,0,0.0
1,1.0,0.0,10.0,1,1,0.0,0.0,2,0,3,12.0,0,0.0,0,0,0,0.0,0,1,1,1,1,0,1,2,2,0,1,1,1,1,1,18.0,0,0,0,0,1615432.0,0,0,0,0.0
0,7.0,17.0,4.0,0,1,0.0,0.0,2,1,2,5.0,0,1.0,0,0,0,0.0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,25.0,1,0,0,0,835064.5,0,0,1,3.0
0,7.0,0.0,21.0,0,1,0.0,1.0,2,0,3,4.0,0,0.0,1,1,0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10.0,0,1,0,0,835064.5,0,1,1,0.0
1,7.0,1535.0,14.0,1,1,0.0,0.0,1,6,5,33.0,0,0.0,1,1,0,1.0,0,1,0,1,1,0,1,0,1,1,1,2,1,2,0,41.0,2,1,1,1,104224.0,1,2,0,1.0
1,1.0,120.0,5.0,0,1,0.0,7.0,4,1,4,8.0,4,0.0,0,1,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,10.0,0,0,1,0,1125918.0,0,2,0,6.0
1,7.0,355.0,103.0,1,1,0.0,0.0,2,3,3,105.0,3,0.0,2,1,1,1.0,1,1,0,1,1,1,0,1,2,0,1,0,1,2,0,6.0,2,2,0,0,95565.0,1,2,0,0.0
1,5.0,0.0,14.0,0,0,4.0,0.0,2,0,2,5.0,0,0.0,0,1,0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,17.0,0,0,0,0,6536311.0,0,2,0,4.0
1,1.0,294.0,4.0,0,1,1.0,1.0,3,0,4,6.0,0,0.0,0,0,0,0.0,0,0,0,1,0,1,1,0,2,0,1,1,1,0,0,45.0,0,0,1,0,810092.0,0,0,0,4.0
1,3.0,221.0,26.0,1,1,9.0,0.0,2,0,6,32.0,3,0.0,2,0,0,0.0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,27.0,1,1,1,1,797253.0,0,2,1,4.0
1,2.0,334.0,36.0,1,1,0.0,0.0,2,4,7,42.0,1,1.0,1,0,0,0.0,0,1,0,0,1,0,1,0,2,1,2,2,1,2,1,40.0,1,1,1,0,583200.0,0,0,0,1.0
1,7.0,84.0,20.0,1,1,0.0,0.0,1,4,5,290.0,0,0.0,0,1,0,1.0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,20.0,1,1,1,0,835064.5,0,0,1,8.0
1,5.0,237.0,38.0,1,1,2.0,3.0,1,5,7,40.0,3,0.0,0,0,0,0.0,0,1,0,0,1,1,1,0,2,0,1,0,1,1,0,21.0,1,1,0,0,2155880.0,0,2,0,2.0
0,7.0,0.0,14.0,0,1,0.0,0.0,2,1,3,4.0,0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,2,0,1,1,1,0,0,25.0,0,0,0,0,835064.5,1,1,1,4.0
1,4.0,616.0,6.0,0,1,5.0,0.0,2,0,2,5.0,0,0.0,0,0,0,0.0,0,1,0,0,1,0,1,1,1,0,2,1,0,0,0,35.0,0,0,0,0,103061.0,0,0,0,0.0
0,4.0,3.0,32.0,0,1,0.0,0.0,3,1,4,10.0,0,0.0,0,0,0,0.0,1,0,0,1,0,0,0,1,2,0,1,0,1,0,0,10.0,1,0,1,1,2738450.0,1,0,1,7.0
1,2.0,137.0,24.0,1,1,0.0,0.0,3,4,6,30.0,1,0.0,1,1,0,0.0,1,1,0,1,1,1,1,0,2,0,2,1,1,1,0,12.0,1,1,1,0,1065438.0,0,2,0,1.0
1,12.0,83.0,6.0,1,1,0.0,0.0,1,6,7,18.0,0,0.0,1,1,0,0.0,0,1,0,0,1,1,1,0,2,1,2,0,1,2,0,0.0,2,1,1,0,835064.5,0,0,0,7.0
1,4.0,191.0,6.0,0,1,0.0,9.0,2,0,3,8.0,0,1.0,2,1,0,0.0,1,0,0,0,1,0,1,0,2,1,2,2,1,2,1,0.0,1,1,1,0,1178117.0,0,0,0,8.0
1,2.0,23.0,3.0,1,1,1.0,0.0,1,1,2,10.0,0,0.0,0,1,0,0.0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,25.0,0,1,0,0,6657549.0,1,0,0,5.0
1,5.0,56.0,15.0,1,1,3.0,5.0,2,2,1,14.0,2,1.0,2,0,0,0.0,0,1,1,1,1,0,1,1,1,1,1,0,1,2,1,9.0,1,0,0,0,108639.0,0,0,1,8.0
1,6.0,246.0,65.0,1,1,1.0,2.0,3,3,8,60.0,2,1.0,2,0,0,0.0,0,1,1,1,1,0,1,1,1,1,0,2,1,0,1,20.0,1,1,1,0,368165.0,1,2,0,1.0
1,3.0,299.0,41.0,1,1,3.0,0.0,2,2,3,25.0,2,0.0,0,0,0,0.0,0,1,1,1,1,0,1,1,2,1,1,0,1,0,0,20.0,1,2,0,0,1162155.0,1,0,1,2.0
1,4.0,-100.0,12.0,1,1,17.0,0.0,2,5,2,11.0,4,1.0,1,1,0,0.0,0,1,1,1,1,0,0,1,2,1,1,0,1,2,1,22.0,1,1,0,0,290009.0,0,0,1,8.0
1,2.0,143.0,4.0,1,1,1.0,0.0,2,6,4,50.0,0,0.0,1,0,0,0.0,0,1,1,1,1,0,0,0,2,1,1,0,1,2,1,6.0,1,0,0,0,3506564.0,0,0,1,0.0
1,4.0,-69.0,7.0,1,1,12.0,0.0,3,0,3,7.0,0,1.0,1,1,0,0.0,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,7.0,1,0,0,0,22105.0,1,0,1,9.0
1,3.0,398.0,11.0,1,1,9.0,0.0,2,0,2,11.0,0,0.0,0,1,0,0.0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,10.0,0,1,0,0,88188.0,1,0,1,0.0
1,2.0,193.0,1.0,1,1,5.0,0.0,3,0,3,50.0,0,0.0,1,0,0,0.0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,11.0,1,2,0,0,990957.0,1,0,1,0.0
1,2.0,123.0,8.0,0,1,1.0,0.0,2,4,3,8.0,4,0.0,0,1,0,0.0,1,1,1,1,1,0,1,0,0,1,1,0,1,2,0,23.0,1,1,1,0,880762.0,1,2,1,3.0
1,4.0,0.0,13.0,1,1,11.0,0.0,3,9,9,50.0,0,0.0,0,1,0,0.0,1,1,1,1,0,0,0,0,2,1,0,1,1,0,1,21.0,1,1,0,0,835064.5,0,0,1,8.0
1,2.0,53.0,4.0,0,1,3.0,0.0,0,1,4,10.0,0,0.0,0,0,0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,1,18.0,1,1,0,0,835064.5,1,2,1,4.0
1,3.0,143.0,9.0,1,1,1.0,0.0,2,0,2,10.0,1,0.0,0,0,0,1.0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,16.0,1,1,0,0,1158531.0,1,0,1,0.0
1,3.0,268.0,15.0,1,1,5.0,0.0,2,1,4,16.0,0,0.0,1,1,0,0.0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,5.0,1,1,0,0,835064.5,1,0,1,0.0
1,3.0,28.0,41.0,1,1,0.0,0.0,2,2,5,50.0,2,1.0,1,1,0,0.0,1,1,1,1,1,0,1,1,2,1,1,0,1,1,1,37.0,1,2,1,0,835064.5,1,0,1,1.0
1,7.0,149.0,17.0,1,1,3.0,0.0,1,4,6,15.0,1,1.0,2,1,0,0.0,1,1,1,1,1,0,1,2,2,1,0,1,1,2,1,8.0,0,1,0,0,835064.5,1,0,1,2.0
1,3.0,448.0,15.0,1,1,3.0,0.0,2,0,2,15.0,1,0.0,1,0,0,0.0,1,1,1,1,1,0,1,1,2,1,0,1,1,2,0,24.0,1,1,0,0,156473.0,0,0,1,9.0
1,2.0,0.0,1.0,1,1,0.0,0.0,2,8,2,15.0,1,0.0,1,1,0,0.0,0,1,1,1,1,0,1,0,2,1,0,1,0,1,0,12.0,1,2,0,0,10414376.0,0,0,1,7.0
1,3.0,162.0,30.0,1,1,0.0,3.0,2,6,4,30.0,3,0.0,1,1,0,0.0,1,1,1,1,1,0,1,0,2,1,0,1,1,1,0,18.0,0,1,0,0,359437.0,1,0,1,3.0
1,1.0,286.0,41.0,1,1,0.0,0.0,2,6,6,43.0,0,0.0,1,1,0,0.0,0,0,1,1,1,0,1,0,1,1,0,0,1,2,1,17.0,0,0,0,0,735463.0,0,2,1,1.0
1,2.0,1.0,19.0,1,1,1.0,0.0,1,11,6,28.0,2,0.0,2,0,0,0.0,1,1,1,1,1,0,1,1,2,1,1,2,1,2,1,18.0,0,2,0,0,1409473.0,0,0,1,0.0
1,3.0,270.0,27.0,1,1,0.0,3.0,2,2,3,20.0,3,0.0,1,1,0,0.0,1,1,0,1,1,0,1,0,2,1,1,0,1,2,1,17.0,0,0,1,0,48561.0,0,0,1,8.0
1,2.0,299.0,30.0,1,1,3.0,0.0,2,2,2,22.0,3,1.0,1,0,0,0.0,0,1,1,1,1,0,1,0,2,1,1,0,1,2,1,5.0,0,0,0,0,835064.5,1,0,1,1.0
1,3.0,291.0,8.0,0,1,7.0,0.0,2,1,2,8.0,1,1.0,1,0,0,0.0,0,1,1,1,1,0,1,0,2,1,1,0,1,1,1,12.0,1,2,1,0,835064.5,0,0,1,5.0
1,5.0,456.0,89.0,1,1,0.0,0.0,2,0,6,80.0,3,1.0,1,0,0,0.0,1,1,0,1,1,0,1,2,2,1,0,1,1,2,0,14.0,0,0,0,1,880762.0,0,0,1,2.0
1,4.0,331.0,209.0,1,1,1.0,0.0,2,1,10,226.0,4,1.0,1,1,0,0.0,1,1,1,1,1,0,1,1,2,1,0,0,1,0,0,18.0,1,2,0,0,4331697.0,0,0,1,4.0
1,2.0,118.0,18.0,0,1,2.0,0.0,2,0,2,22.0,0,0.0,0,0,0,0.0,1,1,1,1,1,0,1,0,1,1,1,0,1,2,1,18.0,0,2,0,0,44388.0,0,0,1,5.0
1,3.0,258.0,44.0,1,1,0.0,0.0,2,6,6,45.0,0,0.0,1,0,0,0.0,1,1,1,1,0,0,1,0,2,1,0,0,1,2,1,14.0,1,2,1,0,2084312.0,0,2,1,1.0
1,4.0,131.0,48.0,1,1,0.0,0.0,0,0,5,49.0,0,0.0,1,1,0,1.0,1,1,1,1,0,1,1,0,2,1,1,1,1,2,0,14.0,1,2,1,0,2186599.0,0,0,1,0.0
1,5.0,222.0,50.0,1,1,0.0,0.0,2,3,5,50.0,0,1.0,1,0,0,0.0,0,1,1,1,1,1,1,0,2,1,0,2,1,2,1,22.0,0,2,1,0,835064.5,0,2,1,6.0
1,5.0,56.0,27.0,1,1,2.0,0.0,2,3,4,24.0,2,1.0,1,1,0,0.0,1,1,1,1,1,0,1,1,2,1,1,0,1,2,1,18.0,0,1,0,0,427794.0,0,0,1,9.0
1,4.0,281.0,15.0,1,1,0.0,0.0,2,4,3,15.0,1,1.0,2,0,0,0.0,0,0,1,1,1,0,0,0,2,1,1,0,1,2,1,14.0,1,1,0,0,533971.0,0,0,1,8.0
1,7.0,331.0,83.0,1,1,0.0,0.0,1,1,7,85.0,0,1.0,0,1,0,0.0,1,1,1,1,1,0,1,1,2,1,1,2,1,2,1,20.0,0,0,1,0,58457.0,0,0,1,3.0
1,3.0,194.0,41.0,1,1,0.0,2.0,2,2,4,48.0,4,1.0,1,0,0,0.0,0,1,1,1,0,1,0,0,2,1,0,1,1,2,1,42.0,1,0,0,0,835064.5,0,2,1,3.0
1,7.0,5.0,53.0,1,1,0.0,2.0,1,0,5,80.0,0,1.0,1,1,0,0.0,1,1,1,1,1,0,1,0,2,1,0,2,1,2,1,17.0,0,0,0,0,889950.0,0,0,1,2.0
1,3.0,109.0,31.0,1,1,0.0,3.0,1,0,6,50.0,2,1.0,0,1,0,0.0,1,0,1,1,0,0,1,1,2,1,0,2,1,2,1,37.0,1,0,0,0,6773962.0,0,0,1,9.0
1,14.0,194.0,58.0,1,1,0.0,5.0,0,0,8,40.0,0,1.0,2,0,0,1.0,0,1,1,1,1,0,1,0,2,1,0,0,1,1,0,41.0,0,1,1,0,1147953.0,0,2,1,0.0
1,5.0,61.0,23.0,0,1,0.0,1.0,1,0,4,10.0,0,0.0,0,1,0,0.0,0,1,1,1,1,0,1,1,2,1,0,1,0,2,0,22.0,0,2,0,1,1676454.0,1,0,1,2.0
1,6.0,464.0,43.0,1,1,0.0,1.0,4,2,7,50.0,2,1.0,1,1,0,0.0,0,1,1,1,1,0,1,0,1,1,0,1,1,2,1,23.0,1,0,0,0,141868.0,1,0,1,5.0
1,5.0,31.0,4.0,1,1,0.0,1.0,1,0,1,7.0,0,0.0,1,1,1,1.0,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,14.0,0,2,0,0,6670312.0,0,2,1,0.0
1,2.0,98.0,9.0,1,1,0.0,1.0,2,1,2,9.0,0,1.0,0,1,0,0.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,10.0,1,1,0,0,410491.0,0,0,1,0.0
1,2.0,0.0,0.0,0,0,0.0,2.0,2,1,2,4.0,0,0.0,2,0,0,0.0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,0,14.0,0,1,1,0,835064.5,1,0,1,7.0
1,5.0,0.0,43.0,1,1,0.0,1.0,1,10,7,77.0,0,1.0,1,1,0,0.0,1,1,1,1,1,1,1,0,2,1,0,0,0,0,0,14.0,1,1,0,0,29861.0,0,0,1,5.0
1,14.0,170.0,172.0,1,1,0.0,4.0,0,0,5,173.0,3,0.0,1,1,0,0.0,1,1,1,1,1,1,1,1,2,1,0,0,1,1,0,10.0,0,2,0,0,443595.0,0,0,1,0.0
1,6.0,294.0,410.0,1,0,1.0,0.0,3,0,9,415.0,0,1.0,2,0,0,0.0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,25.0,0,1,0,1,208813.0,0,0,1,0.0
1,7.0,0.0,1.0,1,0,1.0,0.0,2,0,5,77.0,0,0.0,1,1,0,1.0,0,1,1,1,1,0,1,0,2,1,0,1,0,2,1,33.0,0,1,0,0,127118.0,0,0,1,4.0
1,4.0,-254.0,448.0,1,1,0.0,1.0,3,0,8,433.0,0,1.0,1,0,0,1.0,0,1,1,1,1,1,1,0,2,1,0,2,1,1,1,3.0,0,0,0,0,3702887.0,0,0,1,3.0
1,7.0,36.0,1.0,0,1,0.0,1.0,0,0,3,5.0,0,1.0,0,0,0,0.0,1,1,0,1,0,0,1,0,2,1,0,0,1,1,1,18.0,1,2,0,1,835064.5,0,0,1,1.0
0,5.0,12.0,1.0,0,1,1.0,6.0,2,0,3,7.0,0,0.0,0,1,0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,12.0,1,2,1,0,9439938.0,0,0,1,1.0
0,5.0,-16.0,1.0,0,1,2.0,0.0,0,1,2,4.0,0,0.0,0,1,0,0.0,1,1,1,1,0,0,0,0,2,1,0,0,1,2,0,10.0,0,2,0,1,835064.5,0,0,1,1.0
1,4.0,-29.0,10.0,0,1,0.0,0.0,2,3,4,10.0,1,1.0,0,0,0,1.0,1,1,1,1,0,0,1,0,2,1,1,0,1,1,1,38.0,0,0,0,0,835064.5,0,0,1,1.0
0,6.0,0.0,0.0,0,1,7.0,1.0,2,1,2,6.0,3,0.0,0,1,0,0.0,1,1,1,1,0,0,1,1,2,1,0,0,1,1,0,10.0,0,1,0,0,898999.0,0,2,1,1.0
0,9.0,-133.0,0.0,0,1,1.0,0.0,1,3,2,20.0,1,0.0,1,1,0,0.0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,0,0,0,0,835064.5,0,0,1,7.0
1,2.0,0.0,6.0,1,0,0.0,0.0,2,1,2,30.0,0,1.0,0,0,0,0.0,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,10.0,0,1,1,0,835064.5,0,0,1,0.0
1,2.0,63.0,4.0,0,1,3.0,0.0,2,0,3,6.0,0,0.0,1,1,0,0.0,0,1,0,1,1,0,1,0,2,1,1,1,1,1,0,25.0,0,0,1,1,3743293.0,1,0,0,1.0
1,2.0,1193.0,13.0,0,1,2.0,0.0,2,0,2,15.0,0,0.0,2,1,1,1.0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,37.0,0,0,1,0,14785.0,1,0,1,4.0
1,3.0,207.0,13.0,0,1,6.0,0.0,3,2,3,18.0,1,0.0,0,1,0,0.0,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,10.0,1,0,1,0,751103.0,0,2,0,1.0
0,4.0,13.0,10.0,0,1,1.0,3.0,2,1,1,50.0,0,0.0,2,0,0,0.0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,7.0,0,1,0,0,7020276.0,0,2,1,0.0
1,4.0,388.0,36.0,1,1,0.0,0.0,3,3,6,37.0,2,0.0,0,0,0,0.0,1,1,1,1,1,0,1,1,2,1,2,0,1,2,1,50.0,2,2,1,1,82868.0,0,0,1,9.0
1,6.0,-96.0,52.0,1,1,0.0,0.0,5,5,10,55.0,2,0.0,2,0,1,1.0,0,1,0,1,1,0,1,0,2,1,1,1,1,2,0,50.0,2,1,1,0,333844.0,0,0,1,6.0
1,2.0,0.0,20.0,0,1,1.0,0.0,3,0,3,6.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,23.0,1,1,0,0,835064.5,0,2,0,3.0
0,9.0,0.0,14.0,0,1,0.0,0.0,1,2,3,8.0,0,1.0,1,1,0,0.0,0,0,0,1,1,1,0,0,2,0,1,0,1,1,1,49.0,2,1,1,0,835064.5,1,1,0,5.0
1,2.0,32.0,12.0,0,1,0.0,9.0,4,0,6,10.0,0,1.0,1,1,0,0.0,0,1,1,1,1,0,1,0,2,0,2,1,1,2,0,12.0,0,0,1,0,1559939.0,0,2,0,2.0
1,2.0,40.0,5.0,1,1,2.0,0.0,2,0,2,6.0,0,0.0,2,0,1,0.0,2,1,1,1,1,0,1,0,2,0,1,1,1,2,1,30.0,0,0,0,0,8334266.0,0,0,0,5.0
1,3.0,603.0,95.0,1,1,0.0,0.0,4,8,8,96.0,4,0.0,1,1,0,0.0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,16.0,2,2,1,0,2725.0,1,2,0,5.0
0,7.0,0.0,8.0,0,1,0.0,0.0,2,0,2,2.0,0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,24.0,0,0,0,0,835064.5,0,1,1,1.0
1,4.0,65.0,8.0,0,1,0.0,0.0,2,0,2,6.0,0,0.0,2,0,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,25.0,1,1,1,1,4621889.0,1,0,0,7.0
1,5.0,73.0,31.0,1,1,0.0,0.0,2,0,3,36.0,2,0.0,1,1,0,1.0,1,0,0,1,1,1,1,0,2,1,1,0,1,1,0,25.0,1,1,1,0,434839.0,1,0,1,7.0
1,4.0,359.0,297.0,1,1,4.0,0.0,1,1,10,297.0,1,0.0,2,1,0,1.0,0,0,0,0,1,1,1,1,2,1,1,0,1,1,0,25.0,1,1,1,0,257071.0,1,0,0,6.0
